Row,Timestamp,EventSource,SlideEvent,StimType,Duration,CollectionPhase,SourceStimuliName,EventSource.1,CPU Sys,Memory Sys,CPU Proc,Memory Proc,EventSource.2,ET_GazeLeftx,ET_GazeLefty,ET_GazeRightx,ET_GazeRighty,ET_PupilLeft,ET_PupilRight,ET_TimeSignal,ET_DistanceLeft,ET_DistanceRight,ET_CameraLeftX,ET_CameraLeftY,ET_CameraRightX,ET_CameraRightY,ET_ValidityLeft,ET_ValidityRight,EventSource.3,Gaze X,Gaze Y,Interpolated Gaze X,Interpolated Gaze Y,Interpolated Distance,Gaze Velocity,Gaze Acceleration,Fixation Index,Fixation Index by Stimulus,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion,Saccade Index,Saccade Index by Stimulus,Saccade Start,Saccade End,Saccade Duration,Saccade Amplitude,Saccade Peak Velocity,Saccade Peak Acceleration,Saccade Peak Deceleration,Saccade Direction
2813,46239.3366,,,,,,Frage 1,,,,,,1.0,744.0,755.0,760.0,786.0,0.23155740878404002,0.3012786390233704,46256.79099999997,537.5087890625,536.0404663085938,0.6446099281311035,0.2859483361244201,0.4830923080444335,0.2957033514976501,0.0,0.0,1.0,0.17509650458792833,0.29600457824938875,752.0,770.5,536.774627685547,,,,,,,,,,,,,,,,,,,,
2814,46255.9901,,,,,,Frage 1,,,,,,1.0,744.0,755.0,760.0,786.0,0.23155740878404002,0.3012786390233704,46273.446,535.988037109375,534.74853515625,0.6500728726387023,0.2804400324821472,0.4888818562030792,0.2904556393623352,0.0,0.0,1.0,0.17509650458792833,0.29600457824938875,752.0,770.5,535.368286132813,388.25335256049,,,,,,,,,,122.0,122.0,46247.66335,46280.9725,33.309150000001,13.3057180914757,388.25335256049,,-313.447921033883,217.481826320165
2815,46272.6458,,,,,,Frage 1,,,,,,1.0,456.0,522.0,409.0,529.0,0.23133498870255692,0.9908835243591899,46290.10100000002,539.8638305664064,538.6458129882812,0.6498799920082092,0.2802099287509918,0.4889215528964996,0.2901282906532287,0.0,0.0,1.0,0.8793186150456889,0.18768326133960495,432.5,525.5,539.254821777344,383.032658022127,-313.447921033883,,,,,,,,,122.0,122.0,46247.66335,46280.9725,33.309150000001,13.3057180914757,388.25335256049,,-313.447921033883,217.481826320165
2816,46289.2992,,,,,,Frage 1,,,,,,1.0,473.0,521.0,408.0,520.0,0.9956867315012387,0.30399133306531967,46306.755000000005,538.6751708984375,537.4797973632812,0.6505289673805236,0.2806144654750824,0.4895366132259368,0.290512591600418,0.0,0.0,1.0,0.07110687412245709,0.18547262221899713,440.5,520.5,538.077484130859,11.1148344713198,-22332.8463587462,94.0,93.0,444.333333333333,528.583333333333,46280.9725,46380.90115,99.9286500000017,0.288729509534482,,,,,,,,,,
2817,46305.9558,,,,,,Frage 1,,,,,,1.0,478.0,527.0,411.0,520.0,0.23247553819016217,0.30368495820881714,46323.41000000003,538.3950805664064,537.20849609375,0.650786817073822,0.2806600034236908,0.4897395074367523,0.2905482053756713,0.0,0.0,1.0,0.07244221448156425,0.18679900569136182,444.5,523.5,537.801788330078,16.369507631223,315.470934038309,94.0,93.0,444.333333333333,528.583333333333,46280.9725,46380.90115,99.9286500000017,0.288729509534482,,,,,,,,,,
2818,46322.611,,,,,,Frage 1,,,,,,1.0,475.0,528.0,393.0,545.0,0.23230355056901536,0.30471623785972296,46340.06500000006,538.54150390625,537.3741455078125,0.6512332558631897,0.2804107367992401,0.4900877773761749,0.2902442216873168,0.0,0.0,1.0,0.06893694603890792,0.1925466674049422,434.0,536.5,537.957824707031,11.9323648995052,-266.411855259582,94.0,93.0,444.333333333333,528.583333333333,46280.9725,46380.90115,99.9286500000017,0.288729509534482,,,,,,,,,,
2819,46339.263,,,,,,Frage 1,,,,,,1.0,488.0,535.0,402.0,537.0,0.23178241514554038,0.30451928259482847,46356.71900000004,538.4186401367188,537.2713623046875,0.6517722010612487,0.2802856266498565,0.4905202388763427,0.2901255786418914,0.0,0.0,1.0,0.07260913202645267,0.19232560349288141,445.0,536.0,537.845001220703,15.8152788125277,233.180033210546,94.0,93.0,444.333333333333,528.583333333333,46280.9725,46380.90115,99.9286500000017,0.288729509534482,,,,,,,,,,
2820,46355.9194,,,,,,Frage 1,,,,,,1.0,483.0,536.0,418.0,527.0,0.9938989654393177,0.3035773622770693,46373.37400000007,538.0449829101562,536.9157104492188,0.652319312095642,0.2801371812820434,0.4909451305866241,0.2899977564811706,0.0,0.0,1.0,0.07444522502022502,0.19033602828433435,450.5,531.5,537.480346679688,13.3502008051909,-147.995845881275,94.0,93.0,444.333333333333,528.583333333333,46280.9725,46380.90115,99.9286500000017,0.288729509534482,,,,,,,,,,
2821,46372.5734,,,,,,Frage 1,,,,,,1.0,482.0,528.0,421.0,519.0,0.23048927513691764,0.3031451548902175,46390.02899999998,537.615234375,536.504638671875,0.6528738737106323,0.2800339460372924,0.4913854598999023,0.2899041771888732,0.0,0.0,1.0,0.07477906011000182,0.18679900569136182,451.5,523.5,537.059936523438,7.07697054169333,-376.680092680237,94.0,93.0,444.333333333333,528.583333333333,46280.9725,46380.90115,99.9286500000017,0.288729509534482,,,,,,,,,,
2822,46389.2289,,,,,,Frage 1,,,,,,1.0,490.0,534.0,420.0,517.0,0.23028948500558546,0.30283148539427446,46406.68299999996,537.2927856445312,536.2034912109375,0.6534543633460999,0.2798802852630615,0.4918545484542846,0.2897364199161529,0.0,0.0,1.0,0.07594748292422059,0.18768326133960495,455.0,525.5,536.748138427734,42.1177515127443,2103.85644207916,,,,,,,,,123.0,123.0,46380.90115,46447.5192,66.6180499999973,5.04500899905285,94.6226201686514,2900.24348958657,-2793.86743865925,226.735704588928
